sort_name,source
"Collier, Phyllis K., 1939-",NACO Authority File
"Gerstenberger, Donna Lorine",NACO Authority File
"Laarakker, Martin",Local Sources
"Gersten, Kenneth",Local Sources
"Fox, Cora",Unspecified Ingested Source
"Rothschild, Lionel de",Unspecified Ingested Source
"Hunt, D. Daniel",Local Sources
"Kliger, B. Leah",Local Sources
"Meeker, Jerry",Local Sources
"Price, William",Unspecified Ingested Source
"Hansen, William",Unspecified Ingested Source
"Theoe, Donald Reed",NACO Authority File
"Mazzaro, Jerome",NACO Authority File
"Dill, Clarence C. (Clarence Cleveland), 1884-1978",NACO Authority File
"Millikin, Earl",Unspecified Ingested Source
"Forbus, Wiley D. (Wiley Davis), 1894-1976",NACO Authority File [SYNC]
"G̦tz, K. O. (Karl Otto), 1914-",NACO Authority File [SYNC]
"Doesburg, Nelly van, 1899-1975",NACO Authority File
"Stimson, Douglas",Local Sources
"Plumer, James Marshall",NACO Authority File
"Salmony, A. (Alfred)",NACO Authority File
"Arthur, Bill",NACO Authority File
"Krause, Jan",Local Sources
"Yapp, Shelly",Unspecified Ingested Source
"Anderson, Lloyd E.",Unspecified Ingested Source
"Strong, Arthur Tappan",NACO Authority File
"Strong, Lyman W.",Local Sources
"Beckmann, George M.",NACO Authority File
"Bar-Ilan, Meir, 1880-1949",NACO Authority File
"Walker, Richard Louis, 1922-",NACO Authority File
"Gates, Cassius E.",Unspecified Ingested Source
"Kessler, Herman",Unspecified Ingested Source
"Cooke, Morris Llewellyn",NACO Authority File
"Lilienthal, David Eli, 1899-1981",NACO Authority File
"Lang, Grace Elsinger",Unspecified Ingested Source
"Lang, Max",Unspecified Ingested Source
"Greene, Roger S.",Unspecified Ingested Source
"Hartman, John P. (John Peter), 1857-1945",NACO Authority File
"Hutcheson, J. A.",NACO Authority File
"Robeson, Paul, 1898-1976",NACO Authority File
"Lovett, Norman F.",Local Sources
"Rickard, T. A. (Thomas Arthur), 1864-1953",NACO Authority File [SYNC]
"Roberts, Adeline de Beelen, -1917",Local Sources
"Gallagher, Leo",Unspecified Ingested Source
"Lena, Willie, 1912-",NACO Authority File
"Baldwin, Donald R.",NACO Authority File
"Paden, Julia E.",Local Sources
"Kleinberg, Henry",Unspecified Ingested Source
"Bayne, Sheila Page",NACO Authority File
"Bruner, Lyn",NACO Authority File
"Kernighan, Patricia",Local Sources
"Riddell, Carol",NACO Authority File
"Schultz, Jill M.",NACO Authority File
"Angell, Howard M.",Local Sources
"Carver, John S.",Local Sources
"Kahle, Joseph H.",Local Sources
"Mennella, Vincent A.",Local Sources
"Osborne, Allan Gilbert, 1924-",Unspecified Ingested Source
"Patterson, John, 1920-",Local Sources
"Payne, Robert Charles",Local Sources
"Banks, Ottilie M.",Local Sources
"Dingwall, Betty Lou",Local Sources
"Gibb, Red",Local Sources
"Harding, Warren G. (Warren Gamaliel), 1865-1923",NACO Authority File [SYNC]
"Simpson, John B.",Local Sources
"Moore, Richard E.",Unspecified Ingested Source
"Kanum, Jerry",Unspecified Ingested Source
"Sneatlum, Mrs",Unspecified Ingested Source
National Federation of Post Office Clerks,NACO Authority File
"Davis, Keith Delano",Local Sources
"Lee, Harvey",Local Sources
"Meurer, Dennis",Local Sources
"Nolan, Tim S. (Timothy Shawn)",Local Sources
"Nordyke, Terry (Terence)",Local Sources
"Scott, Diane",Local Sources
"Stipek, Daryl",Local Sources
"Strachan, Bruce Pitcairn",Local Sources
"Wight, Elizabeth",Local Sources
"Smith, John",Unspecified Ingested Source
"Zelikovsky, Pauline Kotz",Unspecified Ingested Source
"Hatch, Lewis M. (Lewis Miles), 1880-1964",Unspecified Ingested Source
"Stusser, Sam M.",Unspecified Ingested Source
"Friedman, Rika Golumb",Unspecified Ingested Source
"Friedman, Samuel",Unspecified Ingested Source
"Stusser, Charles",Unspecified Ingested Source
"Stusser, Hugo",Unspecified Ingested Source
"Lester, James T., 1933-",NACO Authority File
"Gilborn, Craig A.",Local Sources
"Johanson, Ernest",Local Sources
"Johanson, Helen",Local Sources
"Stevenson, Grace Thomas, 1900-",Local Sources
"Holden, Ashley E. (Ashley Elder), 1894-",NACO Authority File
"Genn, Robert, 1936-",NACO Authority File
"McLennan, Colin",Unspecified Ingested Source
"Hartley, Roland H., 1864-1952",NACO Authority File
"Penner, Samuel",Unspecified Ingested Source
"Nieder, Mandel",Unspecified Ingested Source
"Nieder, Mechel",Unspecified Ingested Source
"Morishima, James K.",NACO Authority File
"Azose, Itzhak",Unspecified Ingested Source
"Azose, Solomon",Unspecified Ingested Source
"Behar, David J.",NACO Authority File
"DeLeon, Haim",Unspecified Ingested Source
"Levy, Albert",Unspecified Ingested Source
"Maimon, Avraham",Unspecified Ingested Source
"Sharhon, Morris",Unspecified Ingested Source
"Bain, Robert Clark",Unspecified Ingested Source
"Burriss, John A.",Unspecified Ingested Source
"Cheney, David Vernon",Unspecified Ingested Source
"Christoffersen, Blake Wilder",Unspecified Ingested Source
"Christoffersen, Peter William",Unspecified Ingested Source
"Christoffersen, Philip Raymond",Unspecified Ingested Source
"Cramer, Harry Griffith",Unspecified Ingested Source
"Fountain, Robert Roy",Unspecified Ingested Source
"Hall, Jerald Culver",Unspecified Ingested Source
"Ingham, Christopher Charles",Unspecified Ingested Source
"Piscitelli, Thomas Jeffrey",Unspecified Ingested Source
"Robinson, Richard Raoul",Unspecified Ingested Source
"Ryan, John Austin",Unspecified Ingested Source
"Turnley, Robert Patton",Unspecified Ingested Source
"Norris, Thomas E.",Unspecified Ingested Source
"Riley, Ann",Unspecified Ingested Source
"Freeman, Jacquetta",Local Sources
"Robinson, Anne (Anne Grosvener)",Local Sources
"Clark, John",Local Sources
"Dichter, Irving",Local Sources
"Lee, William E.",Local Sources
"Stuart, Arthur W.",Local Sources
"Gayton, Gary D., 1933-",NACO Authority File
"McKinney, Samuel B.",Unspecified Ingested Source
"Hoffman, David, 1904-1961",NACO Authority File
"Hewitt, George",Unspecified Ingested Source
"Bird, Bonnie",Unspecified Ingested Source
"James, Burton W.",NACO Authority File
"Casement, Roger, Sir, 1864-1916",NACO Authority File
"Roosevelt, Elliott, 1910-1990",NACO Authority File [SYNC]
"Ryan, Milo S.",NACO Authority File [SYNC]
"Sperry, Rita",Local Sources
"Battersby, Harold R.",Unspecified Ingested Source
"Belknap, Elsie",Local Sources
"Bell, Vanessa, 1879-1961",NACO Authority File
"Bobrow, Pat",Unspecified Ingested Source
"Camp, Leo Leonard, 1913-",Unspecified Ingested Source
"Costigan, Amne",Local Sources
"Costigan, Edward Prentiss, 1874-1939",NACO Authority File
"Critchlow, Horace",Unspecified Ingested Source
"Ellison, Herbert J.",NACO Authority File
"Firestone, Claire",Local Sources
"Gould, Frances",Local Sources
"Gregory, Alyse, 1884-1967",NACO Authority File
"Guyet, Paul",Local Sources
"Hackett, Jim W.",NACO Authority File
"Howland, Dorothy",Local Sources
"Jones, Blanche E.",NACO Authority File
"Joyce, Stanislaus",NACO Authority File
"Macfie, Kathleen",Local Sources
"Mathews, Marthiel",NACO Authority File
"Munter, Robert",NACO Authority File
"Neumann, Frederick",NACO Authority File
"Newman, Gerald",NACO Authority File
"O'Connor, Frank",NACO Authority File
"Reese, Robert W.",Local Sources
"Schoyen, Albert Robert",NACO Authority File
"Selig, Richard, 1929-1957",Unspecified Ingested Source
"Silverman, George J.",Local Sources
"Speidel, Judithe Douglas, 1922-",Unspecified Ingested Source
"Wang, Chester C. I. (Chester Chen-i), 1920-",NACO Authority File
"White, Jean",Local Sources
"Zearing, Herbert",Local Sources
"Coombs, John, 1945-",NACO Authority File
"Galland, Caroline Kline",NACO Authority File
"Goldberg, Irwin I.",Unspecified Ingested Source
"Grossfeld, Jerry",Unspecified Ingested Source
"Finlayson, Bruce A.",NACO Authority File
"Garcia, Ricardo R.",Local Sources
"Ames, Edgar",Local Sources
"Ames, Lucy V.S",Local Sources
"Munn and Co. (New York, N.Y.)",NACO Authority File
"Scott, Julia Semple",Local Sources
"Symons, T.W. (Thomas William), 1849-1920",NACO Authority File
"Alhadeff, Rose",Unspecified Ingested Source
"George, Louise, 1894-1988",Local Sources [SYNC]
"Jimmy, Sindick, 1893-1977",Local Sources [SYNC]
"Hodge, David C. (David Charles)",NACO Authority File
"Schaefer, Milner Baily, 1912-1970",NACO Authority File
"Rus, Diana",NACO Authority File
"Almeida, Arthur A.",Unspecified Ingested Source
"Dobbs, Farrell",Local Sources
"Gordon, Rose Mary M.",Local Sources
"Harer, Asher",Unspecified Ingested Source
"Jugum, Martin",Local Sources
"Lovell, Frank",NACO Authority File
"Mahoney, John A.",Local Sources
"Miller, Louis A.",Local Sources
"Murray, Bob",Local Sources
"Ransome, John T.",Local Sources
"Riehle, Dave",Unspecified Ingested Source
"Severson, Donald",Local Sources
"Weinreich, Dorothy",Local Sources
"Wirth, John",Local Sources
"Westover, John",Unspecified Ingested Source
"Dayton, Elias, 1737-1807",NACO Authority File
"Douglass, James W.",NACO Authority File [SYNC]
"Zahn, Gordon C. (Gordon Charles), 1918-2007",NACO Authority File
"Hollander, Chaim Zvi",Unspecified Ingested Source
"Rivkin, Sholom",Local Sources
"Romey, Marco",Unspecified Ingested Source
"Shalem, Abraham",Unspecified Ingested Source
"Bolduc, J.-B. Z. (Jean-Baptiste Zacharie), 1818-1889",NACO Authority File
"Rickles, P. Allen (Pincus Allen), 1895-",Unspecified Ingested Source
"Seymour, Allyn Henry, 1913-",NACO Authority File
"Baldwin, Donald N., 1923-1972",Unspecified Ingested Source
"Baillargeon, Joseph C.",Unspecified Ingested Source
"Beattie, Kurt",NACO Authority File
"Core, George",NACO Authority File
"Girault, Norton",Local Sources
"Heilman, Champlin B.",Local Sources
"Humphries, Rolfe",NACO Authority File
"Jones, Frank W.",Local Sources
"Meyers, Jeffrey",NACO Authority File
"Miller, Robert J.",Unspecified Ingested Source
"Pellegrini, Angelo M.",NACO Authority File
"Savage, Gladys Ferrier",Unspecified Ingested Source
"Sisk, John P., 1914-",NACO Authority File
"Skotheim, Robert Allen",NACO Authority File
"Transue, Pamela J.",NACO Authority File
"Treadgold, Alva",Local Sources
"Voegelin, Eric",Unspecified Ingested Source
"Williams, William Carlos, 1883-1963",NACO Authority File
"Cluck, Jack",NACO Authority File
"Pioneer Health Centre (Peckham, London, England)",NACO Authority File
"Bunbury, Janet D.",Local Sources
"Pierce, Innes Hope",Unspecified Ingested Source
"Cummings, Louise C.",Unspecified Ingested Source
"Higano, Norio, 1921-",NACO Authority File
"Saito, Perry Hitoshi, 1921-1985",NACO Authority File
"Brannin, Laura",Unspecified Ingested Source
"Stevens, Margaret L.",Local Sources
"Tower, Zealous Bates, d. 1900",Unspecified Ingested Source
"Kraft, Leatrice",Unspecified Ingested Source
"Chambers, Selma, 1865-",Unspecified Ingested Source
"Grainger, Lydia",Unspecified Ingested Source
"Hughes, Cynthia",Unspecified Ingested Source
"Stark, Margaret (Peg)",Unspecified Ingested Source
"Davenport, John",Unspecified Ingested Source
"Cohen, Joe",Unspecified Ingested Source
"Cordova, Mary",Unspecified Ingested Source
"Leavitt, Aubrey",Unspecified Ingested Source
"Morhaime, Leo",Unspecified Ingested Source
"Moshcatel, Albert",Unspecified Ingested Source
"Staadecker, Ada Bonner",Unspecified Ingested Source
"Gilliland, Bruce C.",NACO Authority File
"Watts, Lewis",NACO Authority File
"Ittner, Charles",Local Sources
"Jacobs, Rose G., b. 1888",Unspecified Ingested Source
"Cloud, William R.",NACO Authority File
"Cumby, William E.",Unspecified Ingested Source
"Hanson, Wm. D. (William D.)",NACO Authority File
"Salazar, Mary K.",NACO Authority File
"Ross, Kenneth A.",NACO Authority File [SYNC]
"Mancuso, Thomas F.",NACO Authority File
"Chihuly, Dale, 1941-",NACO Authority File [SYNC]
"Baruso, Constantine",Unspecified Ingested Source
"Cabatit, Irineo R.",NACO Authority File
"Duyungan, Virgil",NACO Authority File
"Harding, A.E",Unspecified Ingested Source
"Henderson, Donald",Local Sources
"Mori, Prudencio Padilla",Local Sources
"Navarro, Gene Q.",Unspecified Ingested Source
"Navea, Vicente",NACO Authority File
"Patterson, Frank T.",NACO Authority File
"Viernes, Gene, d. 1981",NACO Authority File
"Richards, Scott O.",NACO Authority File
"Tomlinson, Owen A., b. 1882",NACO Authority File
"Campbell, Prince Lucien, 1861-1925",NACO Authority File [SYNC]
"Wood, Heartie",Unspecified Ingested Source
"Cordova, Frederic A.",Local Sources
"Biggar, William J.",Unspecified Ingested Source
"Rupp, Werner A.",Unspecified Ingested Source
"Bargreen, Howard S.",NACO Authority File
"Culmback, George N.",NACO Authority File
"Buechner, Thomas S.",NACO Authority File
"Eisch, Erwin, 1927-",NACO Authority File
"Elskus, Albinas",NACO Authority File
"Halem, Henry",Unspecified Ingested Source
"Price, Stan",NACO Authority File
"Quagliata, Narcissus",Unspecified Ingested Source
"Vallien, Bertil, 1938-",NACO Authority File
Chin Gee Hee,Unspecified Ingested Source
"Guie, Heister Dean",NACO Authority File
"Hackett, Regina",NACO Authority File
"Beelse, Cornelius",Local Sources
"McGilvra, Oliver C.",Local Sources
"Weigel, George, 1951-",NACO Authority File
"Williams, James L.",Unspecified Ingested Source
"Padelford, Morgan",Unspecified Ingested Source
"Bricklin, David A.",Local Sources
"Madenwald, Darlene",Unspecified Ingested Source
"Douglass, Shelley M.",Local Sources
"Milner, Glen",Local Sources
"Kaplan, David",Unspecified Ingested Source
"Dolgoff, Boris",Unspecified Ingested Source
"Cooper, Pal",Local Sources
"Barrie, J. M. (James Matthew), 1860-1937",NACO Authority File [SYNC]
"Gallon?, Tom",Unspecified Ingested Source
"Guthrie, Austin?",Unspecified Ingested Source
"Hawley?, Charles",Unspecified Ingested Source
"Terry, Ellen, 1847-1928",NACO Authority File [SYNC]
"Tree, A.? M.",Unspecified Ingested Source
"Goeres, Brent",Unspecified Ingested Source
"Shawcroft, Helen M.",Local Sources
"Bush, George, 1924-",Unspecified Ingested Source
"Carter, Jimmy, 1924-",NACO Authority File
"University of Washington, Office of the Vice President for Medical Affairs.",Local Sources
"Brown, Ree",Local Sources
"Farmer, Frances, 1913-1970",NACO Authority File
"Schultze, Bernard, 1915-2005",Unspecified Ingested Source
"Mossafer, Isaac",Unspecified Ingested Source
"Cartwright, Philip W.",NACO Authority File
"Horn, Earnest",Unspecified Ingested Source
"Sterling, Lillian C.",Unspecified Ingested Source
"Dunmire, S. D.",Unspecified Ingested Source
"Dupray, William",Unspecified Ingested Source
"Brewster, Edward H.",Local Sources
"Bryant, John H.",Local Sources
"Cushman, Francis W., 1867-1909",Unspecified Ingested Source
"Dovell, W. T.",Unspecified Ingested Source
"Fairweather, H. W.",Local Sources
"Garretson, H. F.",Local Sources
"Gose, C. C.",Local Sources
"Gose, Mack F.",Unspecified Ingested Source
"Hadley, Lindley H. (Lindley Hoag), 1861-1948",Unspecified Ingested Source
"Helsell, Frank",Unspecified Ingested Source
"Hill, Samuel, 1857-1931",NACO Authority File
"Hoge, John",Local Sources
"McMicken, Maurice",Local Sources
"Merrill, Thomas D., b. 1815",NACO Authority File
"Rice, Edmund, 1819-1889",NACO Authority File
"Rupp, Otto B.",Local Sources
"Struve, Harry K.",Local Sources
"Struve, Henry G.",NACO Authority File
"Thomas, J. G.",Local Sources
"Whitson, Edward",Local Sources
"Wickersham, James, 1857-1939",NACO Authority File
"Wingate, Robert",Local Sources
"Dimock, A. H.",NACO Authority File
"Woerner, Robert L.",Local Sources
"Moritz, Susan Trapnell",Unspecified Ingested Source
"Schermer, Phil",Unspecified Ingested Source
"Barigozzi, Claudio",NACO Authority File
"Falk, Raphael",NACO Authority File
"Gandini, Enrico",Unspecified Ingested Source
"Novitski, Edward",NACO Authority File
"Sved, John",Local Sources
"Orange, Tony",NACO Authority File
"Wheeler, Martha",Local Sources
"Tozier, LeRoy",Unspecified Ingested Source
"Goldman, Patti",Local Sources
"Rodgers, Bob (Robert F.)",Local Sources
"Mills, Ralph J.",Unspecified Ingested Source
"Lawrence, Ruth",Local Sources
"Sargent, John T.",Local Sources
"Skelton, Robin",NACO Authority File
"Eyre, Robert H.",Local Sources
"Ottenheimer, Albert M.",NACO Authority File
"Haggen, Clarence S.",NACO Authority File
"Thomas, Lyman W.",Local Sources
"Bartlett, Edward Lewis, 1904-1968",NACO Authority File
"Fukui, Fumimasa, 1934-",NACO Authority File
"Huntley, James Robert",NACO Authority File
"Kawamoto, Shigeo, 1913-1983",NACO Authority File
John Reed Children's Colony,Local Sources
"Shubin, Joel",Local Sources
"Steffens, Lincoln, 1866-1936",NACO Authority File
"Newman, John",Unspecified Ingested Source
"Ward, J. M.",Unspecified Ingested Source
"Rivers, Elizabeth",Local Sources
"Bailey, Kenneth Claude, 1896-",Unspecified Ingested Source
"Bradshaw, Ralph A., 1941-",NACO Authority File
"Cunningham, Leon William, 1927-",NACO Authority File
"Murachi, Takashi, 1926-",NACO Authority File
"Scheraga, Harold Abraham, 1921-",Unspecified Ingested Source
"Schwert, George W. (George William), 1919-",NACO Authority File
"Schwyzer, Robert, 1920-",NACO Authority File
"Sober, Herbert Alexander, 1918-",Unspecified Ingested Source
"Sturtevant, Julian M. (Julian Munson), 1908-",NACO Authority File
"Crittenden, Churchill, b. 1840",NACO Authority File
